Register_No,Name,Department,Subject_1,Mark_1,Subject_2,Mark_2,Subject_3,Mark_3,Attendance_%,Current_GPA
19714,Student_9714,EEE,Power Systems,55,Control Theory,79,Electric Machines,84,84,7.27
19715,Student_9715,ECE,VLSI Design,83,Digital Electronics,46,Signal Processing,97,88,7.53
19716,Student_9716,MECH,Thermodynamics,48,Fluid Mechanics,59,Robotics,95,90,6.73
19717,Student_9717,CSE,Data Science,69,Operating Systems,68,Cyber Security,51,84,6.27
19718,Student_9718,MECH,Thermodynamics,90,Fluid Mechanics,75,Robotics,76,85,8.03
19719,Student_9719,MECH,Thermodynamics,91,Fluid Mechanics,72,Robotics,58,88,7.37
19720,Student_9720,MECH,Thermodynamics,89,Fluid Mechanics,59,Robotics,53,67,6.7
19721,Student_9721,IT,Data Science,48,Cloud Computing,86,Web Frameworks,91,71,7.5
19722,Student_9722,ECE,VLSI Design,90,Digital Electronics,66,Signal Processing,54,77,7.0
19723,Student_9723,ECE,VLSI Design,80,Digital Electronics,82,Signal Processing,40,79,6.73
19724,Student_9724,ECE,VLSI Design,76,Digital Electronics,47,Signal Processing,61,67,6.13
19725,Student_9725,EEE,Power Systems,62,Control Theory,68,Electric Machines,76,77,6.87
19726,Student_9726,ECE,VLSI Design,79,Digital Electronics,70,Signal Processing,84,69,7.77
19727,Student_9727,MECH,Thermodynamics,44,Fluid Mechanics,72,Robotics,87,84,6.77
19728,Student_9728,ECE,VLSI Design,88,Digital Electronics,56,Signal Processing,66,91,7.0
19729,Student_9729,EEE,Power Systems,74,Control Theory,63,Electric Machines,59,70,6.53
19730,Student_9730,CSE,Data Science,46,Operating Systems,61,Cyber Security,71,67,5.93
19731,Student_9731,CSE,Data Science,77,Operating Systems,61,Cyber Security,96,91,7.8
19732,Student_9732,IT,Data Science,60,Cloud Computing,75,Web Frameworks,56,90,6.37
19733,Student_9733,IT,Data Science,54,Cloud Computing,67,Web Frameworks,70,72,6.37
19734,Student_9734,CSE,Data Science,81,Operating Systems,45,Cyber Security,54,70,6.0
19735,Student_9735,CSE,Data Science,52,Operating Systems,79,Cyber Security,54,74,6.17
19736,Student_9736,MECH,Thermodynamics,75,Fluid Mechanics,70,Robotics,95,93,8.0
19737,Student_9737,EEE,Power Systems,73,Control Theory,47,Electric Machines,63,68,6.1
19738,Student_9738,MECH,Thermodynamics,99,Fluid Mechanics,76,Robotics,61,65,7.87
19739,Student_9739,CSE,Data Science,53,Operating Systems,87,Cyber Security,54,97,6.47
19740,Student_9740,ECE,VLSI Design,72,Digital Electronics,73,Signal Processing,59,95,6.8
19741,Student_9741,ECE,VLSI Design,63,Digital Electronics,89,Signal Processing,64,72,7.2
19742,Student_9742,EEE,Power Systems,84,Control Theory,59,Electric Machines,94,98,7.9
19743,Student_9743,EEE,Power Systems,67,Control Theory,72,Electric Machines,83,76,7.4
19744,Student_9744,CSE,Data Science,65,Operating Systems,65,Cyber Security,93,67,7.43
19745,Student_9745,MECH,Thermodynamics,61,Fluid Mechanics,96,Robotics,81,80,7.93
19746,Student_9746,MECH,Thermodynamics,62,Fluid Mechanics,68,Robotics,55,91,6.17
19747,Student_9747,MECH,Thermodynamics,77,Fluid Mechanics,44,Robotics,56,92,5.9
19748,Student_9748,CSE,Data Science,68,Operating Systems,50,Cyber Security,86,88,6.8
19749,Student_9749,ECE,VLSI Design,59,Digital Electronics,42,Signal Processing,99,74,6.67
19750,Student_9750,MECH,Thermodynamics,81,Fluid Mechanics,70,Robotics,86,71,7.9
19751,Student_9751,IT,Data Science,64,Cloud Computing,58,Web Frameworks,55,86,5.9
19752,Student_9752,MECH,Thermodynamics,71,Fluid Mechanics,68,Robotics,53,87,6.4
19753,Student_9753,IT,Data Science,89,Cloud Computing,66,Web Frameworks,67,80,7.4
19754,Student_9754,ECE,VLSI Design,52,Digital Electronics,87,Signal Processing,81,99,7.33
19755,Student_9755,ECE,VLSI Design,40,Digital Electronics,63,Signal Processing,95,83,6.6
19756,Student_9756,ECE,VLSI Design,76,Digital Electronics,44,Signal Processing,93,95,7.1
19757,Student_9757,IT,Data Science,89,Cloud Computing,60,Web Frameworks,90,99,7.97
19758,Student_9758,CSE,Data Science,43,Operating Systems,65,Cyber Security,56,91,5.47
19759,Student_9759,EEE,Power Systems,66,Control Theory,76,Electric Machines,53,93,6.5
19760,Student_9760,CSE,Data Science,72,Operating Systems,98,Cyber Security,67,87,7.9
19761,Student_9761,EEE,Power Systems,96,Control Theory,73,Electric Machines,49,75,7.27
19762,Student_9762,ECE,VLSI Design,55,Digital Electronics,47,Signal Processing,98,78,6.67
19763,Student_9763,ECE,VLSI Design,61,Digital Electronics,60,Signal Processing,56,86,5.9
19764,Student_9764,ECE,VLSI Design,51,Digital Electronics,93,Signal Processing,69,65,7.1
19765,Student_9765,ECE,VLSI Design,77,Digital Electronics,45,Signal Processing,75,66,6.57
19766,Student_9766,EEE,Power Systems,89,Control Theory,92,Electric Machines,81,77,8.73
19767,Student_9767,MECH,Thermodynamics,75,Fluid Mechanics,44,Robotics,47,99,5.53
19768,Student_9768,IT,Data Science,57,Cloud Computing,63,Web Frameworks,62,94,6.07
19769,Student_9769,EEE,Power Systems,73,Control Theory,74,Electric Machines,84,71,7.7
19770,Student_9770,EEE,Power Systems,42,Control Theory,89,Electric Machines,58,81,6.3
19771,Student_9771,IT,Data Science,66,Cloud Computing,99,Web Frameworks,92,81,8.57
19772,Student_9772,CSE,Data Science,91,Operating Systems,66,Cyber Security,57,86,7.13
19773,Student_9773,EEE,Power Systems,52,Control Theory,41,Electric Machines,40,72,4.43
19774,Student_9774,ECE,VLSI Design,65,Digital Electronics,60,Signal Processing,67,97,6.4
19775,Student_9775,ECE,VLSI Design,62,Digital Electronics,50,Signal Processing,95,65,6.9
19776,Student_9776,EEE,Power Systems,67,Control Theory,48,Electric Machines,93,71,6.93
19777,Student_9777,EEE,Power Systems,41,Control Theory,59,Electric Machines,66,87,5.53
19778,Student_9778,ECE,VLSI Design,69,Digital Electronics,89,Signal Processing,74,81,7.73
19779,Student_9779,CSE,Data Science,77,Operating Systems,84,Cyber Security,45,83,6.87
19780,Student_9780,CSE,Data Science,76,Operating Systems,55,Cyber Security,54,73,6.17
19781,Student_9781,EEE,Power Systems,55,Control Theory,96,Electric Machines,40,74,6.37
19782,Student_9782,CSE,Data Science,72,Operating Systems,90,Cyber Security,48,75,7.0
19783,Student_9783,CSE,Data Science,92,Operating Systems,55,Cyber Security,93,83,8.0
19784,Student_9784,EEE,Power Systems,41,Control Theory,62,Electric Machines,85,84,6.27
19785,Student_9785,CSE,Data Science,78,Operating Systems,48,Cyber Security,59,67,6.17
19786,Student_9786,ECE,VLSI Design,53,Digital Electronics,86,Signal Processing,67,82,6.87
19787,Student_9787,ECE,VLSI Design,73,Digital Electronics,56,Signal Processing,42,93,5.7
19788,Student_9788,ECE,VLSI Design,99,Digital Electronics,57,Signal Processing,57,70,7.1
19789,Student_9789,MECH,Thermodynamics,88,Fluid Mechanics,71,Robotics,59,67,7.27
19790,Student_9790,IT,Data Science,59,Cloud Computing,42,Web Frameworks,91,74,6.4
19791,Student_9791,MECH,Thermodynamics,55,Fluid Mechanics,49,Robotics,43,72,4.9
19792,Student_9792,IT,Data Science,97,Cloud Computing,78,Web Frameworks,41,96,7.2
19793,Student_9793,ECE,VLSI Design,66,Digital Electronics,70,Signal Processing,45,68,6.03
19794,Student_9794,IT,Data Science,82,Cloud Computing,69,Web Frameworks,53,76,6.8
19795,Student_9795,CSE,Data Science,58,Operating Systems,79,Cyber Security,72,83,6.97
19796,Student_9796,IT,Data Science,42,Cloud Computing,95,Web Frameworks,88,73,7.5
19797,Student_9797,MECH,Thermodynamics,42,Fluid Mechanics,99,Robotics,86,91,7.57
19798,Student_9798,CSE,Data Science,42,Operating Systems,64,Cyber Security,56,82,5.4
19799,Student_9799,MECH,Thermodynamics,58,Fluid Mechanics,90,Robotics,80,87,7.6
19800,Student_9800,IT,Data Science,89,Cloud Computing,96,Web Frameworks,60,96,8.17
19801,Student_9801,EEE,Power Systems,52,Control Theory,77,Electric Machines,99,90,7.6
19802,Student_9802,EEE,Power Systems,72,Control Theory,96,Electric Machines,58,85,7.53
19803,Student_9803,CSE,Data Science,43,Operating Systems,95,Cyber Security,49,87,6.23
19804,Student_9804,EEE,Power Systems,92,Control Theory,54,Electric Machines,87,85,7.77
19805,Student_9805,CSE,Data Science,87,Operating Systems,69,Cyber Security,65,77,7.37
19806,Student_9806,EEE,Power Systems,59,Control Theory,47,Electric Machines,76,94,6.07
19807,Student_9807,ECE,VLSI Design,41,Digital Electronics,46,Signal Processing,90,87,5.9
19808,Student_9808,IT,Data Science,54,Cloud Computing,49,Web Frameworks,82,75,6.17
19809,Student_9809,IT,Data Science,97,Cloud Computing,71,Web Frameworks,96,92,8.8
19810,Student_9810,ECE,VLSI Design,98,Digital Electronics,77,Signal Processing,68,90,8.1
19811,Student_9811,MECH,Thermodynamics,53,Fluid Mechanics,98,Robotics,83,78,7.8
19812,Student_9812,EEE,Power Systems,69,Control Theory,41,Electric Machines,80,83,6.33
19813,Student_9813,ECE,VLSI Design,91,Digital Electronics,81,Signal Processing,86,99,8.6
19814,Student_9814,EEE,Power Systems,68,Control Theory,74,Electric Machines,44,85,6.2
19815,Student_9815,CSE,Data Science,99,Operating Systems,72,Cyber Security,78,89,8.3
19816,Student_9816,CSE,Data Science,88,Operating Systems,67,Cyber Security,49,66,6.8
19817,Student_9817,ECE,VLSI Design,74,Digital Electronics,75,Signal Processing,89,89,7.93
19818,Student_9818,MECH,Thermodynamics,80,Fluid Mechanics,55,Robotics,59,97,6.47
19819,Student_9819,CSE,Data Science,48,Operating Systems,81,Cyber Security,68,72,6.57
19820,Student_9820,CSE,Data Science,46,Operating Systems,92,Cyber Security,93,88,7.7
19821,Student_9821,EEE,Power Systems,89,Control Theory,52,Electric Machines,47,75,6.27
19822,Student_9822,MECH,Thermodynamics,51,Fluid Mechanics,73,Robotics,65,95,6.3
19823,Student_9823,ECE,VLSI Design,48,Digital Electronics,42,Signal Processing,75,70,5.5
19824,Student_9824,IT,Data Science,88,Cloud Computing,87,Web Frameworks,56,98,7.7
19825,Student_9825,CSE,Data Science,54,Operating Systems,91,Cyber Security,85,75,7.67
19826,Student_9826,IT,Data Science,91,Cloud Computing,62,Web Frameworks,79,66,7.73
19827,Student_9827,EEE,Power Systems,67,Control Theory,91,Electric Machines,44,78,6.73
19828,Student_9828,CSE,Data Science,72,Operating Systems,63,Cyber Security,87,77,7.4
19829,Student_9829,CSE,Data Science,61,Operating Systems,41,Cyber Security,90,88,6.4
19830,Student_9830,EEE,Power Systems,82,Control Theory,76,Electric Machines,96,92,8.47
19831,Student_9831,EEE,Power Systems,46,Control Theory,51,Electric Machines,78,83,5.83
19832,Student_9832,ECE,VLSI Design,96,Digital Electronics,79,Signal Processing,66,77,8.03
19833,Student_9833,MECH,Thermodynamics,58,Fluid Mechanics,99,Robotics,99,76,8.53
19834,Student_9834,ECE,VLSI Design,79,Digital Electronics,94,Signal Processing,64,89,7.9
19835,Student_9835,ECE,VLSI Design,78,Digital Electronics,72,Signal Processing,49,67,6.63
19836,Student_9836,IT,Data Science,73,Cloud Computing,91,Web Frameworks,60,97,7.47
19837,Student_9837,MECH,Thermodynamics,58,Fluid Mechanics,48,Robotics,90,77,6.53
19838,Student_9838,MECH,Thermodynamics,82,Fluid Mechanics,79,Robotics,59,69,7.33
19839,Student_9839,EEE,Power Systems,62,Control Theory,93,Electric Machines,76,90,7.7
19840,Student_9840,IT,Data Science,99,Cloud Computing,47,Web Frameworks,79,87,7.5
19841,Student_9841,CSE,Data Science,55,Operating Systems,79,Cyber Security,80,70,7.13
19842,Student_9842,IT,Data Science,45,Cloud Computing,41,Web Frameworks,74,77,5.33
19843,Student_9843,MECH,Thermodynamics,66,Fluid Mechanics,47,Robotics,80,72,6.43
19844,Student_9844,ECE,VLSI Design,61,Digital Electronics,64,Signal Processing,52,85,5.9
19845,Student_9845,ECE,VLSI Design,82,Digital Electronics,63,Signal Processing,44,94,6.3
19846,Student_9846,EEE,Power Systems,75,Control Theory,61,Electric Machines,91,92,7.57
19847,Student_9847,CSE,Data Science,46,Operating Systems,41,Cyber Security,52,91,4.63
19848,Student_9848,ECE,VLSI Design,58,Digital Electronics,88,Signal Processing,96,94,8.07
19849,Student_9849,MECH,Thermodynamics,51,Fluid Mechanics,48,Robotics,80,95,5.97
19850,Student_9850,MECH,Thermodynamics,97,Fluid Mechanics,93,Robotics,80,82,9.0
19851,Student_9851,ECE,VLSI Design,42,Digital Electronics,98,Signal Processing,61,93,6.7
19852,Student_9852,MECH,Thermodynamics,68,Fluid Mechanics,63,Robotics,42,78,5.77
19853,Student_9853,ECE,VLSI Design,75,Digital Electronics,55,Signal Processing,98,96,7.6
19854,Student_9854,IT,Data Science,84,Cloud Computing,84,Web Frameworks,45,90,7.1
19855,Student_9855,ECE,VLSI Design,63,Digital Electronics,97,Signal Processing,64,77,7.47
19856,Student_9856,EEE,Power Systems,94,Control Theory,47,Electric Machines,46,95,6.23
19857,Student_9857,CSE,Data Science,53,Operating Systems,42,Cyber Security,75,89,5.67
19858,Student_9858,IT,Data Science,58,Cloud Computing,98,Web Frameworks,72,67,7.6
19859,Student_9859,IT,Data Science,66,Cloud Computing,50,Web Frameworks,93,72,6.97
19860,Student_9860,MECH,Thermodynamics,49,Fluid Mechanics,54,Robotics,81,87,6.13
19861,Student_9861,EEE,Power Systems,83,Control Theory,99,Electric Machines,69,86,8.37
19862,Student_9862,EEE,Power Systems,51,Control Theory,55,Electric Machines,99,67,6.83
19863,Student_9863,MECH,Thermodynamics,71,Fluid Mechanics,46,Robotics,59,91,5.87
19864,Student_9864,CSE,Data Science,56,Operating Systems,77,Cyber Security,93,99,7.53
19865,Student_9865,EEE,Power Systems,42,Control Theory,73,Electric Machines,74,89,6.3
19866,Student_9866,CSE,Data Science,72,Operating Systems,59,Cyber Security,41,98,5.73
19867,Student_9867,MECH,Thermodynamics,83,Fluid Mechanics,71,Robotics,89,97,8.1
19868,Student_9868,MECH,Thermodynamics,61,Fluid Mechanics,55,Robotics,98,68,7.13
19869,Student_9869,MECH,Thermodynamics,68,Fluid Mechanics,96,Robotics,61,97,7.5
19870,Student_9870,CSE,Data Science,67,Operating Systems,93,Cyber Security,70,83,7.67
19871,Student_9871,ECE,VLSI Design,42,Digital Electronics,91,Signal Processing,67,94,6.67
19872,Student_9872,IT,Data Science,71,Cloud Computing,68,Web Frameworks,84,82,7.43
19873,Student_9873,EEE,Power Systems,88,Control Theory,84,Electric Machines,83,65,8.5
19874,Student_9874,CSE,Data Science,63,Operating Systems,63,Cyber Security,62,87,6.27
19875,Student_9875,MECH,Thermodynamics,65,Fluid Mechanics,82,Robotics,88,78,7.83
19876,Student_9876,CSE,Data Science,82,Operating Systems,77,Cyber Security,74,73,7.77
19877,Student_9877,EEE,Power Systems,80,Control Theory,65,Electric Machines,44,79,6.3
19878,Student_9878,MECH,Thermodynamics,98,Fluid Mechanics,43,Robotics,63,78,6.8
19879,Student_9879,IT,Data Science,90,Cloud Computing,55,Web Frameworks,98,96,8.1
19880,Student_9880,IT,Data Science,48,Cloud Computing,56,Web Frameworks,43,80,4.9
19881,Student_9881,CSE,Data Science,94,Operating Systems,59,Cyber Security,54,71,6.9
19882,Student_9882,CSE,Data Science,40,Operating Systems,81,Cyber Security,60,81,6.03
19883,Student_9883,IT,Data Science,60,Cloud Computing,65,Web Frameworks,46,75,5.7
19884,Student_9884,ECE,VLSI Design,73,Digital Electronics,52,Signal Processing,89,94,7.13
19885,Student_9885,ECE,VLSI Design,86,Digital Electronics,90,Signal Processing,59,74,7.83
19886,Student_9886,EEE,Power Systems,67,Control Theory,55,Electric Machines,53,66,5.83
19887,Student_9887,CSE,Data Science,72,Operating Systems,96,Cyber Security,45,76,7.1
19888,Student_9888,ECE,VLSI Design,52,Digital Electronics,72,Signal Processing,98,80,7.4
19889,Student_9889,EEE,Power Systems,92,Control Theory,56,Electric Machines,44,86,6.4
19890,Student_9890,EEE,Power Systems,96,Control Theory,59,Electric Machines,71,99,7.53
19891,Student_9891,CSE,Data Science,86,Operating Systems,87,Cyber Security,99,73,9.07
19892,Student_9892,CSE,Data Science,71,Operating Systems,44,Cyber Security,61,79,5.87
19893,Student_9893,MECH,Thermodynamics,52,Fluid Mechanics,80,Robotics,55,95,6.23
19894,Student_9894,IT,Data Science,50,Cloud Computing,73,Web Frameworks,60,92,6.1
19895,Student_9895,EEE,Power Systems,52,Control Theory,52,Electric Machines,93,94,6.57
19896,Student_9896,ECE,VLSI Design,77,Digital Electronics,76,Signal Processing,69,99,7.4
19897,Student_9897,ECE,VLSI Design,45,Digital Electronics,58,Signal Processing,53,95,5.2
19898,Student_9898,IT,Data Science,96,Cloud Computing,91,Web Frameworks,88,81,9.17
19899,Student_9899,EEE,Power Systems,65,Control Theory,52,Electric Machines,81,80,6.6
19900,Student_9900,CSE,Data Science,94,Operating Systems,69,Cyber Security,43,84,6.87
19901,Student_9901,MECH,Thermodynamics,86,Fluid Mechanics,72,Robotics,60,66,7.27
19902,Student_9902,MECH,Thermodynamics,50,Fluid Mechanics,59,Robotics,42,87,5.03
19903,Student_9903,ECE,VLSI Design,68,Digital Electronics,82,Signal Processing,65,97,7.17
19904,Student_9904,MECH,Thermodynamics,66,Fluid Mechanics,61,Robotics,65,82,6.4
19905,Student_9905,MECH,Thermodynamics,81,Fluid Mechanics,68,Robotics,58,84,6.9
19906,Student_9906,EEE,Power Systems,86,Control Theory,60,Electric Machines,64,67,7.0
19907,Student_9907,EEE,Power Systems,45,Control Theory,61,Electric Machines,82,89,6.27
19908,Student_9908,EEE,Power Systems,48,Control Theory,91,Electric Machines,57,94,6.53
19909,Student_9909,CSE,Data Science,56,Operating Systems,68,Cyber Security,97,88,7.37
19910,Student_9910,MECH,Thermodynamics,87,Fluid Mechanics,48,Robotics,94,71,7.63
19911,Student_9911,EEE,Power Systems,90,Control Theory,75,Electric Machines,93,98,8.6
19912,Student_9912,IT,Data Science,70,Cloud Computing,93,Web Frameworks,41,89,6.8
19913,Student_9913,ECE,VLSI Design,76,Digital Electronics,74,Signal Processing,54,87,6.8
19914,Student_9914,ECE,VLSI Design,80,Digital Electronics,40,Signal Processing,62,79,6.07
19915,Student_9915,IT,Data Science,78,Cloud Computing,56,Web Frameworks,72,70,6.87
19916,Student_9916,MECH,Thermodynamics,66,Fluid Mechanics,85,Robotics,81,83,7.73
19917,Student_9917,CSE,Data Science,91,Operating Systems,60,Cyber Security,77,99,7.6
19918,Student_9918,ECE,VLSI Design,71,Digital Electronics,42,Signal Processing,53,65,5.53
19919,Student_9919,IT,Data Science,92,Cloud Computing,68,Web Frameworks,92,91,8.4
19920,Student_9920,MECH,Thermodynamics,49,Fluid Mechanics,70,Robotics,75,77,6.47
19921,Student_9921,CSE,Data Science,56,Operating Systems,77,Cyber Security,52,83,6.17
19922,Student_9922,IT,Data Science,71,Cloud Computing,95,Web Frameworks,61,84,7.57
19923,Student_9923,MECH,Thermodynamics,90,Fluid Mechanics,89,Robotics,78,90,8.57
19924,Student_9924,EEE,Power Systems,75,Control Theory,47,Electric Machines,49,69,5.7
19925,Student_9925,MECH,Thermodynamics,62,Fluid Mechanics,83,Robotics,53,91,6.6
19926,Student_9926,MECH,Thermodynamics,49,Fluid Mechanics,46,Robotics,63,70,5.27
19927,Student_9927,EEE,Power Systems,74,Control Theory,67,Electric Machines,59,85,6.67
19928,Student_9928,MECH,Thermodynamics,70,Fluid Mechanics,46,Robotics,99,65,7.17
19929,Student_9929,MECH,Thermodynamics,67,Fluid Mechanics,97,Robotics,91,81,8.5
